SA2_MAINCODE_2016	SA2_NAME_2016	PHN_CODE_2017	PHN_NAME_2017	RATIO	PERCENTAGE
119041380	Monterey - Brighton-le-Sands - Kyeemagh	PHN101	Central and Eastern Sydney	1	100
119041381	Rockdale - Banksia	PHN101	Central and Eastern Sydney	1	100
119041382	Sans Souci - Ramsgate	PHN101	Central and Eastern Sydney	1	100
120011383	Concord - Mortlake - Cabarita	PHN101	Central and Eastern Sydney	1	100
120011384	Concord West - North Strathfield	PHN101	Central and Eastern Sydney	1	100
120011385	Drummoyne - Rodd Point	PHN101	Central and Eastern Sydney	1	100
120011386	Five Dock - Abbotsford	PHN101	Central and Eastern Sydney	1	100
120021387	Balmain	PHN101	Central and Eastern Sydney	1	100
120021388	Leichhardt - Annandale	PHN101	Central and Eastern Sydney	1	100
120021389	Lilyfield - Rozelle	PHN101	Central and Eastern Sydney	1	100
120031390	Ashfield	PHN101	Central and Eastern Sydney	1	100
120031391	Burwood - Croydon	PHN101	Central and Eastern Sydney	1	100
120031392	Canterbury (North) - Ashbury	PHN101	Central and Eastern Sydney	1	100
120031393	Croydon Park - Enfield	PHN101	Central and Eastern Sydney	1	100
120031394	Dulwich Hill - Lewisham	PHN101	Central and Eastern Sydney	1	100
120031395	Haberfield - Summer Hill	PHN101	Central and Eastern Sydney	1	100
120031396	Homebush	PHN101	Central and Eastern Sydney	1	100
120031575	Strathfield	PHN101	Central and Eastern Sydney	1	100
120031576	Strathfield South	PHN101	Central and Eastern Sydney	1	100
121011398	Chatswood (East) - Artarmon	PHN102	Northern Sydney	1	100
121011399	Chatswood (West) - Lane Cove North	PHN102	Northern Sydney	1	100
121011400	Lane Cove - Greenwich	PHN102	Northern Sydney	1	100
121011401	St Leonards - Naremburn	PHN102	Northern Sydney	1	100
121011402	Willoughby - Castle Cove - Northbridge	PHN102	Northern Sydney	1	100
121021403	Asquith - Mount Colah	PHN102	Northern Sydney	1	100
121021404	Berowra - Brooklyn - Cowan	PHN102	Northern Sydney	1	100
121021406	Normanhurst - Thornleigh - Westleigh	PHN102	Northern Sydney	1	100
121021577	Hornsby - East	PHN102	Northern Sydney	1	100
121021578	Hornsby - West	PHN102	Northern Sydney	1	100
121021579	Waitara - Wahroonga (West)	PHN102	Northern Sydney	1	100
121031407	Gordon - Killara	PHN102	Northern Sydney	1	100
121031408	Lindfield - Roseville	PHN102	Northern Sydney	1	100
121031409	Pymble	PHN102	Northern Sydney	1	100
121031410	St Ives	PHN102	Northern Sydney	1	100
121031411	Turramurra	PHN102	Northern Sydney	1	100
121031412	Wahroonga (East) - Warrawee	PHN102	Northern Sydney	1	100
121041413	Cremorne - Cammeray	PHN102	Northern Sydney	1	100
121041414	Crows Nest - Waverton	PHN102	Northern Sydney	1	100
121041415	Mosman	PHN102	Northern Sydney	1	100
121041416	Neutral Bay - Kirribilli	PHN102	Northern Sydney	1	100
121041417	North Sydney - Lavender Bay	PHN102	Northern Sydney	1	100
122011418	Balgowlah - Clontarf - Seaforth	PHN102	Northern Sydney	1	100
122011419	Manly - Fairlight	PHN102	Northern Sydney	1	100
122021420	Avalon - Palm Beach	PHN102	Northern Sydney	1	100
122021421	Bayview - Elanora Heights	PHN102	Northern Sydney	1	100
122021422	Newport - Bilgola	PHN102	Northern Sydney	1	100
122021423	Warriewood - Mona Vale	PHN102	Northern Sydney	1	100
122031424	Beacon Hill - Narraweena	PHN102	Northern Sydney	1	100
122031425	Cromer	PHN102	Northern Sydney	1	100
122031426	Dee Why - North Curl Curl	PHN102	Northern Sydney	1	100
122031427	Forestville - Killarney Heights	PHN102	Northern Sydney	1	100
122031428	Frenchs Forest - Belrose	PHN102	Northern Sydney	1	100
122031429	Freshwater - Brookvale	PHN102	Northern Sydney	1	100
122031430	Manly Vale - Allambie Heights	PHN102	Northern Sydney	1	100
122031431	Narrabeen - Collaroy	PHN102	Northern Sydney	1	100
122031432	Terrey Hills - Duffys Forest	PHN102	Northern Sydney	1	100
123011433	Camden - Ellis Lane	PHN105	South Western Sydney	1	100
123011434	Elderslie - Harrington Park	PHN105	South Western Sydney	1	100
123011435	Mount Annan - Currans Hill	PHN105	South Western Sydney	1	100
123021436	Bradbury - Wedderburn	PHN105	South Western Sydney	1	100
123021437	Campbelltown - Woodbine	PHN105	South Western Sydney	1	100
123021438	Claymore - Eagle Vale - Raby	PHN105	South Western Sydney	1	100
123021439	Holsworthy Military Area	PHN101	Central and Eastern Sydney	0.5	50
123021439	Holsworthy Military Area	PHN105	South Western Sydney	0.5	50
123021440	Ingleburn - Denham Court	PHN105	South Western Sydney	1	100
123021441	Leumeah - Minto Heights	PHN105	South Western Sydney	1	100
123021442	Macquarie Fields - Glenfield	PHN105	South Western Sydney	1	100
123021443	Minto - St Andrews	PHN105	South Western Sydney	1	100
123021444	Rosemeadow - Glen Alpine	PHN105	South Western Sydney	1	100
123031445	Bargo	PHN105	South Western Sydney	1	100
123031446	Douglas Park - Appin	PHN105	South Western Sydney	1	100
123031447	Picton - Tahmoor - Buxton	PHN105	South Western Sydney	1	100
123031448	The Oaks - Oakdale	PHN105	South Western Sydney	1	100
124011449	Blackheath - Megalong Valley	PHN104	Nepean Blue Mountains	1	100
124011450	Blaxland - Warrimoo - Lapstone	PHN104	Nepean Blue Mountains	1	100
124011451	Blue Mountains - North	PHN104	Nepean Blue Mountains	1	100
124011452	Katoomba - Leura	PHN104	Nepean Blue Mountains	1	100
124011453	Lawson - Hazelbrook - Linden	PHN104	Nepean Blue Mountains	1	100
124011454	Springwood - Winmalee	PHN104	Nepean Blue Mountains	1	100
124011455	Wentworth Falls	PHN104	Nepean Blue Mountains	1	100
124021456	Blue Mountains - South	PHN104	Nepean Blue Mountains	0.0909091	9.0909091
124021456	Blue Mountains - South	PHN105	South Western Sydney	0.8636364	86.3636364
124021456	Blue Mountains - South	PHN107	Western NSW	0.0454545	4.5454545
124031457	Cambridge Park	PHN104	Nepean Blue Mountains	1	100
124031458	Castlereagh - Cranebrook	PHN104	Nepean Blue Mountains	1	100
124031459	Emu Plains - Leonay	PHN104	Nepean Blue Mountains	1	100
124031460	Glenmore Park - Regentville	PHN104	Nepean Blue Mountains	1	100
124031461	Jamisontown - South Penrith	PHN104	Nepean Blue Mountains	1	100
124031462	Kingswood - Werrington	PHN104	Nepean Blue Mountains	1	100
124031463	Mulgoa - Luddenham - Orchard Hills	PHN104	Nepean Blue Mountains	0.9203521	92.035211
124031463	Mulgoa - Luddenham - Orchard Hills	PHN105	South Western Sydney	0.0796479	7.964789
124031464	Penrith	PHN104	Nepean Blue Mountains	1	100
124031465	Warragamba - Silverdale	PHN105	South Western Sydney	1	100
124041466	Richmond - Clarendon	PHN104	Nepean Blue Mountains	1	100
124041467	Windsor - Bligh Park	PHN104	Nepean Blue Mountains	1	100
124041468	Yarramundi - Londonderry	PHN104	Nepean Blue Mountains	1	100
124051469	Erskine Park	PHN104	Nepean Blue Mountains	1	100
124051470	St Clair	PHN104	Nepean Blue Mountains	1	100
124051580	Colyton - Oxley Park	PHN104	Nepean Blue Mountains	1	100
124051581	St Marys - North St Marys	PHN104	Nepean Blue Mountains	1	100
125011473	Homebush Bay - Silverwater	PHN103	Western Sydney	1	100
125011475	Rookwood Cemetery	PHN103	Western Sydney	1	100
125011582	Auburn - Central	PHN103	Western Sydney	1	100
125011583	Auburn - North	PHN103	Western Sydney	1	100
125011584	Auburn - South	PHN103	Western Sydney	1	100
125011585	Berala	PHN103	Western Sydney	1	100
125011586	Lidcombe	PHN103	Western Sydney	1	100
125011587	Regents Park	PHN103	Western Sydney	0.860914	86.0914043
125011587	Regents Park	PHN105	South Western Sydney	0.139086	13.9085957
125021476	Carlingford	PHN102	Northern Sydney	0.2776377	27.763774
125021476	Carlingford	PHN103	Western Sydney	0.7223623	72.236226
125021477	Ermington - Rydalmere	PHN103	Western Sydney	1	100
125021478	Oatlands - Dundas Valley	PHN103	Western Sydney	1	100
125031479	Chester Hill - Sefton	PHN105	South Western Sydney	1	100
125031480	Fairfield - East	PHN103	Western Sydney	0.0109096	1.0909555
125031480	Fairfield - East	PHN105	South Western Sydney	0.9890904	98.9090445
125031481	Granville - Clyde	PHN103	Western Sydney	1	100
125031482	Greystanes - Pemulwuy	PHN103	Western Sydney	1	100
125031483	Guildford - South Granville	PHN103	Western Sydney	1	100
125031484	Guildford West - Merrylands West	PHN103	Western Sydney	1	100
125031485	Merrylands - Holroyd	PHN103	Western Sydney	1	100
125031486	Smithfield Industrial	PHN103	Western Sydney	1	100
125031487	Yennora Industrial	PHN103	Western Sydney	1	100
125041489	North Parramatta	PHN103	Western Sydney	1	100
125041490	North Rocks	PHN103	Western Sydney	1	100
125041491	Northmead	PHN103	Western Sydney	1	100
125041492	Parramatta - Rosehill	PHN103	Western Sydney	1	100
125041493	Toongabbie - Constitution Hill	PHN103	Western Sydney	1	100
125041494	Winston Hills	PHN103	Western Sydney	1	100
125041588	Pendle Hill - Girraween	PHN103	Western Sydney	1	100
125041589	Wentworthville - Westmead	PHN103	Western Sydney	1	100
126011495	Epping - North Epping	PHN102	Northern Sydney	0.6569131	65.691309
126011495	Epping - North Epping	PHN103	Western Sydney	0.3430869	34.308691
126011496	Pennant Hills - Cheltenham	PHN102	Northern Sydney	1	100
126021497	Eastwood - Denistone	PHN102	Northern Sydney	0.853523	85.3523048
126021497	Eastwood - Denistone	PHN103	Western Sydney	0.146477	14.6476952
126021498	Gladesville - Huntleys Point	PHN102	Northern Sydney	1	100
126021499	Hunters Hill - Woolwich	PHN102	Northern Sydney	1	100
126021500	Macquarie Park - Marsfield	PHN102	Northern Sydney	1	100
126021501	North Ryde - East Ryde	PHN102	Northern Sydney	1	100
126021503	West Ryde - Meadowbank	PHN102	Northern Sydney	1	100
126021590	Putney	PHN102	Northern Sydney	1	100
126021591	Ryde	PHN102	Northern Sydney	1	100
127011504	Ashcroft - Busby - Miller	PHN105	South Western Sydney	1	100
127011505	Austral - Greendale	PHN105	South Western Sydney	1	100
127011506	Cobbitty - Leppington	PHN105	South Western Sydney	1	100
127011592	Badgerys Creek	PHN105	South Western Sydney	1	100
127011593	Cecil Hills	PHN105	South Western Sydney	1	100
127011594	Green Valley	PHN105	South Western Sydney	1	100
127011595	Hinchinbrook	PHN105	South Western Sydney	1	100
127011596	Hoxton Park - Carnes Hill - Horningsea Park	PHN105	South Western Sydney	1	100
127011597	West Hoxton - Middleton Grange	PHN105	South Western Sydney	1	100
127021509	Bonnyrigg Heights - Bonnyrigg	PHN105	South Western Sydney	1	100
127021510	Bossley Park - Abbotsbury	PHN105	South Western Sydney	1	100
127021511	Cabramatta - Lansvale	PHN105	South Western Sydney	1	100
127021512	Cabramatta West - Mount Pritchard	PHN105	South Western Sydney	1	100
127021513	Canley Vale - Canley Heights	PHN105	South Western Sydney	1	100
127021514	Edensor Park	PHN105	South Western Sydney	1	100
127021515	Fairfield	PHN105	South Western Sydney	1	100
127021516	Fairfield - West	PHN105	South Western Sydney	1	100
127021517	Greenfield Park - Prairiewood	PHN105	South Western Sydney	1	100
127021518	Horsley Park - Kemps Creek	PHN104	Nepean Blue Mountains	0.4065811	40.6581073
127021518	Horsley Park - Kemps Creek	PHN105	South Western Sydney	0.5934189	59.3418927
127021519	Smithfield - Wetherill Park	PHN105	South Western Sydney	1	100
127021520	St Johns Park - Wakeley	PHN105	South Western Sydney	1	100
127021521	Wetherill Park Industrial	PHN105	South Western Sydney	1	100
127031522	Casula	PHN105	South Western Sydney	1	100
127031523	Chipping Norton - Moorebank	PHN105	South Western Sydney	1	100
127031524	Holsworthy - Wattle Grove	PHN101	Central and Eastern Sydney	0.0284624	2.8462365
127031524	Holsworthy - Wattle Grove	PHN105	South Western Sydney	0.9715376	97.1537635
127031598	Liverpool	PHN105	South Western Sydney	1	100
127031599	Lurnea - Cartwright	PHN105	South Western Sydney	1	100
127031600	Prestons - Edmondson Park	PHN105	South Western Sydney	1	100
127031601	Warwick Farm	PHN105	South Western Sydney	1	100
128011529	Gymea - Grays Point	PHN101	Central and Eastern Sydney	1	100
128011530	Miranda - Yowie Bay	PHN101	Central and Eastern Sydney	1	100
128011531	Sylvania - Taren Point	PHN101	Central and Eastern Sydney	1	100
128011602	Caringbah	PHN101	Central and Eastern Sydney	1	100
128011603	Caringbah South	PHN101	Central and Eastern Sydney	1	100
128011604	Cronulla - Kurnell - Bundeena	PHN101	Central and Eastern Sydney	1	100
128011605	Lilli Pilli - Port Hacking - Dolans Bay	PHN101	Central and Eastern Sydney	1	100
128011606	Woolaware - Burraneer	PHN101	Central and Eastern Sydney	1	100
128021533	Heathcote - Waterfall	PHN101	Central and Eastern Sydney	1	100
128021534	Illawong - Alfords Point	PHN101	Central and Eastern Sydney	1	100
128021535	Menai - Lucas Heights - Woronora	PHN101	Central and Eastern Sydney	1	100
128021536	Oyster Bay - Como - Jannali	PHN101	Central and Eastern Sydney	1	100
128021537	Royal National Park	PHN101	Central and Eastern Sydney	1	100
128021538	Sutherland - Kirrawee	PHN101	Central and Eastern Sydney	1	100
128021607	Engadine	PHN101	Central and Eastern Sydney	1	100
128021608	Loftus - Yarrawarrah	PHN101	Central and Eastern Sydney	1	100
128021609	Woronora Heights	PHN101	Central and Eastern Sydney	1	100
201011001	Alfredton	PHN206	Western Victoria	1	100
201011002	Ballarat	PHN206	Western Victoria	1	100
201011003	Ballarat - North	PHN206	Western Victoria	1	100
201011004	Ballarat - South	PHN206	Western Victoria	1	100
201011005	Buninyong	PHN206	Western Victoria	1	100
201011006	Delacombe	PHN206	Western Victoria	1	100
201011007	Smythes Creek	PHN206	Western Victoria	1	100
201011008	Wendouree - Miners Rest	PHN206	Western Victoria	1	100
201021009	Bacchus Marsh Region	PHN206	Western Victoria	1	100
201021010	Creswick - Clunes	PHN206	Western Victoria	1	100
201021011	Daylesford	PHN206	Western Victoria	1	100
201021012	Gordon (Vic.)	PHN206	Western Victoria	1	100
201031013	Avoca	PHN206	Western Victoria	1	100
201031014	Beaufort	PHN206	Western Victoria	1	100
201031015	Golden Plains - North	PHN206	Western Victoria	1	100
201031016	Maryborough (Vic.)	PHN206	Western Victoria	1	100
201031017	Maryborough Region	PHN206	Western Victoria	1	100
202011018	Bendigo	PHN205	Murray	1	100
202011019	California Gully - Eaglehawk	PHN205	Murray	1	100
202011020	East Bendigo - Kennington	PHN205	Murray	1	100
202011021	Flora Hill - Spring Gully	PHN205	Murray	1	100
202011022	Kangaroo Flat - Golden Square	PHN205	Murray	1	100
202011023	Maiden Gully	PHN205	Murray	1	100
202011024	Strathfieldsaye	PHN205	Murray	1	100
202011025	White Hills - Ascot	PHN205	Murray	1	100
202021026	Bendigo Region - South	PHN205	Murray	1	100
202021027	Castlemaine	PHN205	Murray	1	100
202021028	Castlemaine Region	PHN205	Murray	1	100
202021029	Heathcote	PHN205	Murray	1	100
202021030	Kyneton	PHN205	Murray	1	100
202021031	Woodend	PHN205	Murray	1	100
202031032	Bendigo Region - North	PHN205	Murray	1	100
202031033	Loddon	PHN205	Murray	1	100
203011034	Bannockburn	PHN206	Western Victoria	1	100
203011035	Golden Plains - South	PHN206	Western Victoria	1	100
203011036	Winchelsea	PHN206	Western Victoria	1	100
203021037	Belmont	PHN206	Western Victoria	1	100
203021038	Corio - Norlane	PHN206	Western Victoria	1	100
203021039	Geelong	PHN206	Western Victoria	1	100
203021040	Geelong West - Hamlyn Heights	PHN206	Western Victoria	1	100
203021041	Grovedale	PHN206	Western Victoria	1	100
203021042	Highton	PHN206	Western Victoria	1	100
203021043	Lara	PHN206	Western Victoria	1	100
203021044	Leopold	PHN206	Western Victoria	1	100
203021045	Newcomb - Moolap	PHN206	Western Victoria	1	100
203021046	Newtown (Vic.)	PHN206	Western Victoria	1	100
203021047	North Geelong - Bell Park	PHN206	Western Victoria	1	100
203031048	Clifton Springs	PHN206	Western Victoria	1	100
203031049	Lorne - Anglesea	PHN206	Western Victoria	1	100
203031050	Ocean Grove - Barwon Heads	PHN206	Western Victoria	1	100
203031051	Portarlington	PHN206	Western Victoria	1	100
203031052	Point Lonsdale - Queenscliff	PHN206	Western Victoria	1	100
203031053	Torquay	PHN206	Western Victoria	1	100
204011054	Alexandra	PHN205	Murray	1	100
204011055	Euroa	PHN205	Murray	1	100
204011056	Kilmore - Broadford	PHN205	Murray	1	100
204011057	Mansfield (Vic.)	PHN205	Murray	1	100
204011058	Nagambie	PHN205	Murray	1	100
204011059	Seymour	PHN205	Murray	1	100
204011060	Seymour Region	PHN205	Murray	1	100
204011061	Upper Yarra Valley	PHN205	Murray	1	100
204011062	Yea	PHN205	Murray	1	100
204021063	Benalla	PHN205	Murray	1	100
204021064	Benalla Region	PHN205	Murray	1	100
204021065	Rutherglen	PHN205	Murray	1	100
204021066	Wangaratta	PHN205	Murray	1	100
204021067	Wangaratta Region	PHN205	Murray	1	100
204031068	Beechworth	PHN205	Murray	1	100
204031069	Bright - Mount Beauty	PHN205	Murray	1	100
204031070	Chiltern - Indigo Valley	PHN205	Murray	1	100
204031071	Myrtleford	PHN205	Murray	1	100
204031072	Towong	PHN205	Murray	1	100
204031073	West Wodonga	PHN205	Murray	1	100
204031074	Wodonga	PHN205	Murray	1	100
204031075	Yackandandah	PHN205	Murray	1	100
205011076	Drouin	PHN204	Gippsland	1	100
205011077	Mount Baw Baw Region	PHN204	Gippsland	1	100
205011078	Trafalgar (Vic.)	PHN204	Gippsland	1	100
205011079	Warragul	PHN204	Gippsland	1	100
205021080	Alps - East	PHN204	Gippsland	1	100
205021081	Bairnsdale	PHN204	Gippsland	1	100
205021082	Bruthen - Omeo	PHN204	Gippsland	1	100
205021083	Lake King	PHN204	Gippsland	1	100
205021084	Lakes Entrance	PHN204	Gippsland	1	100
205021085	Orbost	PHN204	Gippsland	1	100
205021086	Paynesville	PHN204	Gippsland	1	100
205031087	Foster	PHN204	Gippsland	1	100
205031088	French Island	PHN204	Gippsland	1	100
205031089	Korumburra	PHN204	Gippsland	1	100
205031090	Leongatha	PHN204	Gippsland	1	100
205031091	Phillip Island	PHN204	Gippsland	1	100
205031092	Wilsons Promontory	PHN204	Gippsland	1	100
205031093	Wonthaggi - Inverloch	PHN204	Gippsland	1	100
205041094	Churchill	PHN204	Gippsland	1	100
205041095	Moe - Newborough	PHN204	Gippsland	1	100
205041096	Morwell	PHN204	Gippsland	1	100
205041097	Traralgon	PHN204	Gippsland	1	100
205041098	Yallourn North - Glengarry	PHN204	Gippsland	1	100
205051099	Alps - West	PHN204	Gippsland	1	100
205051100	Longford - Loch Sport	PHN204	Gippsland	1	100
205051101	Maffra	PHN204	Gippsland	1	100
205051102	Rosedale	PHN204	Gippsland	1	100
205051103	Sale	PHN204	Gippsland	1	100
205051104	Yarram	PHN204	Gippsland	1	100
206011105	Brunswick	PHN201	North Western Melbourne	1	100
206011106	Brunswick East	PHN201	North Western Melbourne	1	100
206011107	Brunswick West	PHN201	North Western Melbourne	1	100
206011108	Coburg	PHN201	North Western Melbourne	1	100
206011109	Pascoe Vale South	PHN201	North Western Melbourne	1	100
206021110	Alphington - Fairfield	PHN201	North Western Melbourne	1	100
206021111	Northcote	PHN201	North Western Melbourne	1	100
206021112	Thornbury	PHN201	North Western Melbourne	1	100
206031113	Ascot Vale	PHN201	North Western Melbourne	1	100
206031114	Essendon - Aberfeldie	PHN201	North Western Melbourne	1	100
206031115	Flemington	PHN201	North Western Melbourne	1	100
206031116	Moonee Ponds	PHN201	North Western Melbourne	1	100
206041117	Carlton	PHN201	North Western Melbourne	1	100
206041118	Docklands	PHN201	North Western Melbourne	1	100
206041119	East Melbourne	PHN201	North Western Melbourne	1	100
206041120	Flemington Racecourse	PHN201	North Western Melbourne	1	100
206041121	Kensington (Vic.)	PHN201	North Western Melbourne	1	100
206041122	Melbourne	PHN201	North Western Melbourne	1	100
206041123	North Melbourne	PHN201	North Western Melbourne	1	100
206041124	Parkville	PHN201	North Western Melbourne	1	100
206041125	South Yarra - West	PHN201	North Western Melbourne	1	100
206041126	Southbank	PHN201	North Western Melbourne	1	100
206041127	West Melbourne	PHN201	North Western Melbourne	1	100
206051128	Albert Park	PHN203	South Eastern Melbourne	1	100
206051129	Elwood	PHN203	South Eastern Melbourne	1	100
206051130	Port Melbourne	PHN203	South Eastern Melbourne	1	100
206051131	Port Melbourne Industrial	PHN203	South Eastern Melbourne	1	100
206051132	South Melbourne	PHN203	South Eastern Melbourne	1	100
206051133	St Kilda	PHN203	South Eastern Melbourne	1	100
206051134	St Kilda East	PHN203	South Eastern Melbourne	1	100
206061135	Armadale	PHN203	South Eastern Melbourne	1	100
206061136	Prahran - Windsor	PHN203	South Eastern Melbourne	1	100
206061137	South Yarra - East	PHN203	South Eastern Melbourne	1	100
206061138	Toorak	PHN203	South Eastern Melbourne	1	100
206071139	Abbotsford	PHN201	North Western Melbourne	1	100
206071140	Carlton North - Princes Hill	PHN201	North Western Melbourne	1	100
206071141	Collingwood	PHN201	North Western Melbourne	1	100
206071142	Fitzroy	PHN201	North Western Melbourne	1	100
206071143	Fitzroy North	PHN201	North Western Melbourne	1	100
206071144	Richmond (Vic.)	PHN201	North Western Melbourne	1	100
206071145	Yarra - North	PHN201	North Western Melbourne	1	100
207011146	Ashburton (Vic.)	PHN202	Eastern Melbourne	1	100
207011147	Balwyn	PHN202	Eastern Melbourne	1	100
207011148	Balwyn North	PHN202	Eastern Melbourne	1	100
207011149	Camberwell	PHN202	Eastern Melbourne	1	100
207011150	Glen Iris - East	PHN202	Eastern Melbourne	1	100
207011151	Hawthorn	PHN202	Eastern Melbourne	1	100
207011152	Hawthorn East	PHN202	Eastern Melbourne	1	100
207011153	Kew	PHN202	Eastern Melbourne	1	100
207011154	Kew East	PHN202	Eastern Melbourne	1	100
207011155	Surrey Hills (West) - Canterbury	PHN202	Eastern Melbourne	1	100
207021156	Bulleen	PHN202	Eastern Melbourne	1	100
207021157	Doncaster	PHN202	Eastern Melbourne	1	100
207021159	Templestowe	PHN202	Eastern Melbourne	1	100
207021160	Templestowe Lower	PHN202	Eastern Melbourne	1	100
207021424	Doncaster East (North)	PHN202	Eastern Melbourne	1	100
207021425	Doncaster East (South)	PHN202	Eastern Melbourne	1	100
207031161	Blackburn	PHN202	Eastern Melbourne	1	100
207031162	Blackburn South	PHN202	Eastern Melbourne	1	100
207031163	Box Hill	PHN202	Eastern Melbourne	1	100
207031164	Box Hill North	PHN202	Eastern Melbourne	1	100
207031165	Burwood	PHN202	Eastern Melbourne	1	100
207031166	Burwood East	PHN202	Eastern Melbourne	1	100
207031167	Surrey Hills (East) - Mont Albert	PHN202	Eastern Melbourne	1	100
208011168	Beaumaris	PHN203	South Eastern Melbourne	1	100
208011169	Brighton (Vic.)	PHN203	South Eastern Melbourne	1	100
208011170	Brighton East	PHN203	South Eastern Melbourne	1	100
208011171	Cheltenham - Highett (West)	PHN203	South Eastern Melbourne	1	100
208011172	Hampton	PHN203	South Eastern Melbourne	1	100
208011173	Sandringham - Black Rock	PHN203	South Eastern Melbourne	1	100
208021174	Bentleigh - McKinnon	PHN203	South Eastern Melbourne	1	100
208021176	Carnegie	PHN203	South Eastern Melbourne	1	100
208021177	Caulfield - North	PHN203	South Eastern Melbourne	1	100
208021178	Caulfield - South	PHN203	South Eastern Melbourne	1	100
208021179	Elsternwick	PHN203	South Eastern Melbourne	1	100
208021180	Hughesdale	PHN203	South Eastern Melbourne	1	100
208021181	Murrumbeena	PHN203	South Eastern Melbourne	1	100
208021182	Ormond - Glen Huntly	PHN203	South Eastern Melbourne	1	100
208021426	Bentleigh East (North)	PHN203	South Eastern Melbourne	1	100
208021427	Bentleigh East (South)	PHN203	South Eastern Melbourne	1	100
208031183	Aspendale Gardens - Waterways	PHN203	South Eastern Melbourne	1	100
208031184	Braeside	PHN203	South Eastern Melbourne	1	100
208031185	Carrum - Patterson Lakes	PHN203	South Eastern Melbourne	1	100
208031186	Chelsea - Bonbeach	PHN203	South Eastern Melbourne	1	100
208031187	Chelsea Heights	PHN203	South Eastern Melbourne	1	100
208031188	Cheltenham - Highett (East)	PHN203	South Eastern Melbourne	1	100
208031189	Edithvale - Aspendale	PHN203	South Eastern Melbourne	1	100
208031190	Mentone	PHN203	South Eastern Melbourne	1	100
208031191	Moorabbin - Heatherton	PHN203	South Eastern Melbourne	1	100
208031192	Moorabbin Airport	PHN203	South Eastern Melbourne	1	100
208031193	Mordialloc - Parkdale	PHN203	South Eastern Melbourne	1	100
208041194	Malvern - Glen Iris	PHN203	South Eastern Melbourne	1	100
208041195	Malvern East	PHN203	South Eastern Melbourne	1	100
209011196	Bundoora - East	PHN202	Eastern Melbourne	1	100
209011197	Greensborough	PHN202	Eastern Melbourne	1	100
209011198	Heidelberg - Rosanna	PHN202	Eastern Melbourne	1	100
209011199	Heidelberg West	PHN202	Eastern Melbourne	1	100
209011200	Ivanhoe	PHN202	Eastern Melbourne	1	100
209011201	Ivanhoe East - Eaglemont	PHN202	Eastern Melbourne	1	100
209011202	Montmorency - Briar Hill	PHN202	Eastern Melbourne	1	100
209011203	Viewbank - Yallambie	PHN202	Eastern Melbourne	1	100
209011204	Watsonia	PHN202	Eastern Melbourne	1	100
209021205	Kingsbury	PHN201	North Western Melbourne	1	100
209021207	Reservoir - East	PHN201	North Western Melbourne	1	100
209021208	Reservoir - West	PHN201	North Western Melbourne	1	100
209021428	Preston - East	PHN201	North Western Melbourne	1	100
209021429	Preston - West	PHN201	North Western Melbourne	1	100
209031209	Eltham	PHN202	Eastern Melbourne	1	100
209031210	Hurstbridge	PHN202	Eastern Melbourne	1	100
209031211	Kinglake	PHN202	Eastern Melbourne	1	100
209031212	Panton Hill - St Andrews	PHN202	Eastern Melbourne	1	100
209031213	Plenty - Yarrambat	PHN202	Eastern Melbourne	1	100
209031214	Research - North Warrandyte	PHN202	Eastern Melbourne	1	100
209031215	Wattle Glen - Diamond Creek	PHN202	Eastern Melbourne	1	100
209041216	Bundoora - North	PHN202	Eastern Melbourne	1	100
209041217	Bundoora - West	PHN202	Eastern Melbourne	1	100
209041219	Lalor	PHN202	Eastern Melbourne	1	100
209041220	Mill Park - North	PHN202	Eastern Melbourne	1	100
209041221	Mill Park - South	PHN202	Eastern Melbourne	1	100
209041223	Thomastown	PHN202	Eastern Melbourne	1	100
209041224	Wallan	PHN202	Eastern Melbourne	1	100
209041225	Whittlesea	PHN202	Eastern Melbourne	1	100
209041430	Doreen	PHN202	Eastern Melbourne	1	100
209041431	Epping - East	PHN202	Eastern Melbourne	1	100
209041432	Epping - South	PHN202	Eastern Melbourne	1	100
209041433	Epping - West	PHN202	Eastern Melbourne	1	100
209041434	Mernda	PHN202	Eastern Melbourne	1	100
209041435	South Morang (North)	PHN202	Eastern Melbourne	1	100
209041436	South Morang (South)	PHN202	Eastern Melbourne	1	100
209041437	Wollert	PHN202	Eastern Melbourne	1	100
210011226	Airport West	PHN201	North Western Melbourne	1	100
210011227	Essendon Airport	PHN201	North Western Melbourne	1	100
210011228	Keilor	PHN201	North Western Melbourne	1	100
210011229	Keilor East	PHN201	North Western Melbourne	1	100
210011230	Niddrie - Essendon West	PHN201	North Western Melbourne	1	100
210011231	Strathmore	PHN201	North Western Melbourne	1	100
210021232	Gisborne	PHN201	North Western Melbourne	1	100
210021233	Macedon	PHN201	North Western Melbourne	1	100
210021234	Riddells Creek	PHN201	North Western Melbourne	1	100
210021235	Romsey	PHN201	North Western Melbourne	1	100
210031236	Coburg North	PHN201	North Western Melbourne	1	100
210031237	Fawkner	PHN201	North Western Melbourne	1	100
210031239	Pascoe Vale	PHN201	North Western Melbourne	1	100
210031438	Glenroy	PHN201	North Western Melbourne	1	100
210031439	Gowanbrae	PHN201	North Western Melbourne	1	100
210031440	Hadfield	PHN201	North Western Melbourne	1	100
210041240	Sunbury	PHN201	North Western Melbourne	1	100
